Time Step	Outliers
0	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
1	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
2	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
3	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
4	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
5	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
6	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
7	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
8	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
9	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
10	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
11	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
12	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
13	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
14	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
15	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
16	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
17	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
18	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
19	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
20	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
21	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
22	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
23	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
24	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
25	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
26	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
27	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
28	[Flt-3L]	[sEGFR]	[sIL-1RI]	[sIL-6R]	[Ab40]	[AFP]	[ApoA1]	[ENA-78]	[HGF]	[IL-20]	[IL-28a]	[Eotaxin]	[Fractalkine]	[OPN]
