Time Step	Outliers
0	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
1	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
2	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
3	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
4	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
5	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
6	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
7	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
8	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
9	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
10	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
11	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
12	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
13	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
14	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
15	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
16	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
17	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
18	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
19	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
20	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
21	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
22	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
23	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
24	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
25	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
26	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
27	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
28	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
29	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
30	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
31	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
32	[sEGFR]	[sVEGFR2]	[sVEGFR3]	[ACTH]	[ApoA1]	[ApoE]	[GIP]	[GLP-1]	[IL-20]	[Ghrelin]	[SAA]	[sRAGE-2]
